label,prediction,probability,confidence_score
0,0,0.11185924,0.88814074
0,0,0.08461784,0.91538215
0,0,0.025397537,0.97460246
0,0,0.14913958,0.8508604
0,0,0.10266063,0.89733934
0,0,0.18366386,0.81633615
0,0,0.038653895,0.9613461
0,1,0.7432201,0.7432201
0,0,0.018118706,0.9818813
0,0,0.0060174777,0.9939825
0,0,0.0036553026,0.9963447
0,0,0.15235327,0.8476467
0,0,0.0184515,0.9815485
0,0,0.065006964,0.934993
0,0,0.009840959,0.99015903
0,0,0.30963498,0.690365
0,0,0.005602083,0.99439794
0,0,0.038544904,0.9614551
0,0,0.19245951,0.8075405
0,0,0.015054199,0.9849458
0,0,0.21511725,0.7848828
0,0,0.2544553,0.7455447
0,0,0.0049825436,0.99501747
0,0,0.019662198,0.9803378
0,0,0.009343762,0.99065626
0,0,0.30282515,0.69717485
0,0,0.19146933,0.8085307
0,0,0.009610836,0.99038917
0,0,0.039644603,0.9603554
0,0,0.0067939847,0.993206
1,0,0.48007643,0.51992357
1,1,0.5314114,0.5314114
0,0,0.060010675,0.9399893
0,0,0.057235852,0.94276416
0,0,0.4113969,0.58860314
0,0,0.007572664,0.99242735
0,0,0.068206035,0.931794
0,0,0.17417328,0.8258267
0,0,0.07334296,0.926657
0,0,0.0042611896,0.9957388
0,0,0.19400664,0.8059934
0,0,0.008183616,0.9918164
0,0,0.4830658,0.51693416
0,0,0.0061731623,0.99382687
0,0,0.0027195157,0.9972805
0,0,0.10686887,0.89313114
0,0,0.022755975,0.977244
0,0,0.02678295,0.97321707
0,0,0.0336023,0.9663977
1,1,0.8815502,0.8815502
0,0,0.20566624,0.79433376
0,0,0.012785047,0.9872149
0,0,0.18178055,0.8182194
0,0,0.030313982,0.96968603
0,0,0.0136352265,0.9863648
0,0,0.012434109,0.9875659
0,0,0.36904353,0.6309565
0,0,0.003052205,0.99694777
0,0,0.03492029,0.9650797
0,0,0.034213327,0.9657867
0,0,0.060650706,0.9393493
0,0,0.35629237,0.64370763
0,0,0.16760904,0.83239096
0,0,0.03031899,0.969681
0,0,0.056209218,0.9437908
0,0,0.057701893,0.9422981
0,0,0.1727692,0.8272308
0,0,0.02400996,0.97599006
0,1,0.5262298,0.5262298
0,0,0.05139707,0.9486029
0,0,0.0023542014,0.9976458
0,0,0.024790501,0.9752095
0,0,0.37616274,0.62383723
0,0,0.06401961,0.9359804
0,0,0.012253614,0.98774636
0,0,0.026586678,0.97341335
0,0,0.28867844,0.7113216
0,0,0.0057081883,0.9942918
0,0,0.004527671,0.9954723
0,0,0.014482622,0.9855174
0,0,0.036021724,0.9639783
0,0,0.043640144,0.95635986
0,0,0.015503401,0.9844966
0,0,0.10400064,0.8959994
0,0,0.0062016537,0.9937984
0,0,0.11131468,0.88868535
0,0,0.09651621,0.9034838
0,0,0.005261254,0.99473876
0,0,0.011062224,0.9889378
0,0,0.049845327,0.95015466
0,0,0.0026499561,0.99735004
0,0,0.046219513,0.9537805
1,0,0.34922183,0.6507782
0,0,0.11119703,0.88880295
0,0,0.32827175,0.67172825
1,1,0.82923174,0.82923174
0,0,0.0068051144,0.9931949
0,0,0.44833395,0.551666
0,0,0.0043349583,0.995665
0,0,0.013579141,0.98642087
0,0,0.012784656,0.98721534
0,0,0.009921621,0.9900784
0,0,0.06899185,0.93100816
0,0,0.3119713,0.6880287
0,0,0.0124196615,0.98758036
0,0,0.08847724,0.91152275
0,1,0.62919945,0.62919945
0,0,0.09936357,0.90063643
1,0,0.40541333,0.5945867
0,0,0.0076204534,0.99237955
0,0,0.03201454,0.96798545
0,0,0.10178301,0.89821696
0,0,0.09623528,0.9037647
0,0,0.16633883,0.8336612
0,0,0.028033704,0.97196627
0,0,0.03056561,0.9694344
0,0,0.009508002,0.990492
0,0,0.22718635,0.7728137
0,0,0.0039307517,0.99606925
1,1,0.7493182,0.7493182
0,0,0.11972484,0.88027513
0,0,0.0096864,0.9903136
0,0,0.082253136,0.91774684
0,0,0.025880598,0.9741194
0,0,0.009990406,0.9900096
0,0,0.014093072,0.9859069
0,0,0.007316064,0.99268395
0,0,0.027788628,0.97221136
0,0,0.072814,0.927186
0,0,0.024303885,0.9756961
0,0,0.107927226,0.8920728
0,0,0.1612003,0.8387997
0,0,0.056631226,0.9433688
0,0,0.029593948,0.97040606
0,0,0.2840402,0.7159598
0,0,0.0039601875,0.9960398
0,0,0.0042304643,0.99576956
0,0,0.08062609,0.9193739
0,0,0.007995025,0.992005
0,0,0.22311921,0.7768808
0,0,0.00571624,0.99428374
0,0,0.038606133,0.9613939
0,0,0.0074189384,0.99258107
0,0,0.21142367,0.78857636
0,0,0.16424477,0.8357552
0,0,0.010729488,0.9892705
0,0,0.012849314,0.98715067
0,0,0.100793265,0.89920676
0,0,0.20777741,0.7922226
0,0,0.13260509,0.8673949
0,0,0.045761757,0.95423824
0,0,0.011570141,0.98842984
0,0,0.17069234,0.8293077
1,1,0.845623,0.845623
0,0,0.09307306,0.90692693
0,0,0.009893845,0.99010617
0,0,0.0074210144,0.992579
0,0,0.023560217,0.9764398
0,0,0.182517,0.817483
0,1,0.8128111,0.8128111
0,0,0.11800502,0.88199496
0,0,0.08167245,0.91832757
0,0,0.012650541,0.98734945
0,0,0.005546307,0.99445367
0,0,0.05148155,0.94851846
0,0,0.007833158,0.9921668
0,0,0.018799787,0.9812002
0,0,0.16484687,0.8351531
0,0,0.22345357,0.7765464
0,0,0.015036871,0.9849631
0,0,0.0035209884,0.99647903
0,0,0.054820534,0.94517946
0,0,0.047819894,0.9521801
0,0,0.002953767,0.99704623
0,0,0.02480208,0.9751979
0,0,0.1612656,0.8387344
0,0,0.024613237,0.97538674
0,0,0.15030746,0.8496925
0,0,0.20266771,0.7973323
0,0,0.010791147,0.9892089
0,0,0.13663901,0.863361
0,0,0.044912886,0.9550871
0,0,0.021807887,0.9781921
0,1,0.5364833,0.5364833
0,0,0.19940017,0.8005998
0,0,0.0047241747,0.99527586
0,0,0.029581413,0.9704186
0,0,0.0026872503,0.9973127
0,0,0.02743432,0.97256565
1,1,0.7627106,0.7627106
0,0,0.06598899,0.934011
0,0,0.021176176,0.97882384
1,1,0.6415389,0.6415389
0,0,0.01761003,0.98239
0,0,0.07668569,0.92331433
0,0,0.0074108844,0.9925891
1,1,0.709063,0.709063
0,0,0.3655353,0.63446474
0,0,0.0026443377,0.99735564
0,0,0.075069144,0.9249309
0,0,0.019041117,0.9809589
0,0,0.07792738,0.92207265
0,0,0.17624222,0.82375777
0,0,0.02123336,0.9787666
0,0,0.0047319657,0.99526805
0,0,0.25835568,0.7416443
0,0,0.25579336,0.74420667
0,0,0.21430685,0.78569317
0,0,0.008787993,0.991212
0,0,0.06087463,0.93912536
0,0,0.017471684,0.9825283
0,0,0.17486703,0.82513297
0,0,0.012993303,0.9870067
0,0,0.05815296,0.941847
0,0,0.012998937,0.98700106
0,0,0.051254883,0.94874513
0,0,0.033964783,0.96603525
0,0,0.008043464,0.99195653
0,0,0.023491327,0.9765087
0,0,0.034476254,0.9655237
0,0,0.33704045,0.6629596
0,0,0.44446936,0.55553067
0,0,0.009909383,0.9900906
0,0,0.111778736,0.88822126
0,0,0.14983246,0.8501675
0,0,0.039720803,0.9602792
0,0,0.07205059,0.9279494
0,0,0.09208161,0.9079184
0,0,0.3440961,0.65590394
0,1,0.6166613,0.6166613
1,0,0.36497852,0.63502145
0,0,0.005097158,0.99490285
0,0,0.0067854663,0.99321455
0,0,0.005255552,0.9947444
0,0,0.0057738125,0.9942262
0,0,0.029831288,0.9701687
0,0,0.07135259,0.9286474
0,0,0.015143211,0.9848568
0,1,0.56387764,0.56387764
0,0,0.4276418,0.5723582
0,0,0.4576065,0.5423935
0,0,0.24593121,0.7540688
0,0,0.025691526,0.9743085
0,0,0.030133005,0.969867
1,0,0.0605205,0.9394795
0,0,0.10198246,0.8980175
0,0,0.030706087,0.9692939
0,0,0.21845643,0.78154355
0,0,0.020384984,0.97961503
0,0,0.030640027,0.96936
0,0,0.053461738,0.94653827
0,0,0.06284243,0.9371576
0,0,0.16182525,0.83817476
0,0,0.05155616,0.94844383
0,0,0.037218694,0.9627813
0,0,0.2244519,0.7755481
0,0,0.25156763,0.7484324
0,0,0.007178363,0.99282163
0,0,0.016733889,0.9832661
0,0,0.0114316465,0.98856837
0,0,0.02255563,0.97744435
0,0,0.020514078,0.9794859
0,0,0.24453783,0.75546217
0,0,0.0022209056,0.9977791
0,0,0.10429553,0.89570445
0,0,0.00950475,0.99049526
0,0,0.029239936,0.97076005
0,0,0.0030872992,0.9969127
0,0,0.0040188865,0.9959811
0,0,0.016990995,0.983009
0,0,0.0159899,0.9840101
0,0,0.00557513,0.9944249
0,0,0.012662815,0.9873372
0,0,0.047404744,0.95259523
1,1,0.8308176,0.8308176
0,0,0.09510243,0.9048976
1,1,0.6817103,0.6817103
0,0,0.0291382,0.9708618
0,0,0.38405424,0.61594576
0,0,0.17918164,0.82081836
0,0,0.0060461005,0.9939539
1,1,0.7136057,0.7136057
0,0,0.008289379,0.9917106
0,0,0.016717734,0.98328227
0,0,0.028026361,0.97197366
0,0,0.0101328455,0.98986715
0,0,0.10988421,0.8901158
0,0,0.04366909,0.9563309
0,0,0.012341946,0.987658
0,0,0.07643794,0.92356205
0,0,0.0646263,0.9353737
0,0,0.11526274,0.88473725
0,0,0.1039568,0.8960432
0,0,0.0040904586,0.9959095
0,0,0.21429281,0.7857072
0,0,0.115991175,0.8840088
0,0,0.13156337,0.86843663
0,0,0.07430138,0.92569864
1,1,0.8741586,0.8741586
0,0,0.046483375,0.9535166
0,0,0.19622152,0.80377847
0,0,0.01742036,0.98257965
0,0,0.21848483,0.7815152
0,0,0.118045755,0.88195425
0,1,0.6650426,0.6650426
0,0,0.16985103,0.83014894
0,1,0.51726514,0.51726514
0,1,0.7186588,0.7186588
0,0,0.28763786,0.7123622
0,0,0.049366705,0.9506333
0,0,0.008273922,0.9917261
0,0,0.11250876,0.8874912
1,0,0.46075454,0.5392455
1,1,0.86282265,0.86282265
0,0,0.004861298,0.9951387
0,0,0.107680865,0.89231914
0,0,0.06130364,0.9386964
0,0,0.017875062,0.9821249
0,0,0.21914575,0.7808542
0,0,0.043596953,0.956403
0,0,0.0528692,0.9471308
0,0,0.31601974,0.6839802
0,0,0.34747893,0.6525211
0,0,0.014787242,0.98521274
0,0,0.49010193,0.50989807
0,1,0.5198912,0.5198912
0,0,0.0037181051,0.9962819
0,1,0.7152043,0.7152043
0,0,0.06335667,0.93664336
1,1,0.85121554,0.85121554
0,0,0.0065913326,0.9934087
1,1,0.8355962,0.8355962
0,0,0.09576586,0.9042342
0,0,0.033220697,0.9667793
0,0,0.03570652,0.9642935
0,0,0.0077386275,0.99226135
0,1,0.55435735,0.55435735
1,1,0.8248538,0.8248538
0,0,0.0125929685,0.987407
0,0,0.038631417,0.96136856
0,0,0.04272379,0.9572762
0,0,0.02167495,0.97832507
0,0,0.018154327,0.9818457
0,0,0.0663254,0.9336746
0,0,0.06093863,0.93906134
0,0,0.009844221,0.99015576
1,1,0.695545,0.695545
0,0,0.1255233,0.8744767
0,0,0.017261354,0.9827387
0,0,0.0958303,0.9041697
0,1,0.74475586,0.74475586
0,0,0.013288278,0.98671174
0,0,0.04481707,0.9551829
0,0,0.2799365,0.7200635
1,1,0.594844,0.594844
0,0,0.00693403,0.99306595
0,0,0.27939072,0.7206093
0,0,0.02822762,0.9717724
1,1,0.7603649,0.7603649
0,0,0.008115119,0.9918849
0,0,0.026153287,0.97384673
0,0,0.0030615404,0.99693847
0,0,0.01022379,0.9897762
0,0,0.056884307,0.9431157
0,0,0.0070736352,0.99292636
0,0,0.020692512,0.9793075
0,0,0.02715703,0.972843
0,0,0.009582447,0.99041754
0,0,0.43530145,0.5646986
0,0,0.0060376134,0.9939624
0,0,0.056562178,0.9434378
0,0,0.06406407,0.9359359
0,0,0.18713717,0.8128628
0,0,0.082407236,0.91759276
0,0,0.041389976,0.95861
0,0,0.016320465,0.98367953
0,0,0.1203512,0.8796488
1,0,0.4201561,0.5798439
0,1,0.6513056,0.6513056
0,0,0.11029537,0.88970464
1,1,0.62935346,0.62935346
0,0,0.025616823,0.9743832
0,0,0.018913638,0.9810864
0,1,0.5947314,0.5947314
0,0,0.020025855,0.97997415
0,0,0.34729716,0.6527028
0,0,0.32289377,0.67710626
0,0,0.039712932,0.9602871
0,0,0.012942938,0.9870571
0,0,0.057408895,0.94259113
0,0,0.23813155,0.7618685
0,0,0.010930867,0.9890691
0,0,0.19917613,0.80082387
0,0,0.28645077,0.71354926
0,0,0.011793954,0.988206
1,1,0.8350905,0.8350905
0,0,0.0076132733,0.9923867
0,0,0.054101795,0.9458982
0,0,0.107719846,0.89228016
1,1,0.6522053,0.6522053
0,0,0.012048153,0.9879519
0,0,0.09538163,0.9046184
0,0,0.029011568,0.97098845
0,0,0.06907726,0.93092275
0,0,0.02952014,0.97047985
0,0,0.010868657,0.98913133
0,0,0.04512506,0.95487493
0,0,0.011890604,0.9881094
0,0,0.13469923,0.8653008
0,0,0.020634316,0.9793657
0,0,0.075449735,0.9245503
0,0,0.008497471,0.9915025
0,0,0.05982253,0.94017744
0,0,0.046352062,0.9536479
0,0,0.019174477,0.98082554
0,0,0.007398229,0.99260175
0,0,0.05132087,0.94867915
0,0,0.082248,0.917752
0,0,0.020605225,0.9793948
0,0,0.048887525,0.95111245
0,0,0.366493,0.633507
0,0,0.041130103,0.9588699
0,0,0.12444756,0.8755524
0,0,0.066031456,0.93396854
0,0,0.04160456,0.9583954
0,0,0.012575105,0.9874249
0,0,0.036572687,0.9634273
1,1,0.5530656,0.5530656
0,0,0.024906393,0.9750936
0,0,0.099486165,0.9005138
0,0,0.020014938,0.97998506
0,0,0.10602636,0.89397365
0,0,0.04439889,0.9556011
0,0,0.115469575,0.8845304
0,0,0.068766855,0.93123317
0,0,0.18663809,0.8133619
1,1,0.7410484,0.7410484
0,0,0.006172583,0.9938274
0,0,0.051660404,0.9483396
0,0,0.05112843,0.94887155
0,0,0.006433654,0.99356633
1,1,0.73578906,0.73578906
0,0,0.2536783,0.7463217
0,0,0.0072274213,0.9927726
0,0,0.007457527,0.99254245
0,0,0.023673393,0.9763266
0,0,0.100982256,0.89901775
0,1,0.6022176,0.6022176
0,0,0.11113106,0.8888689
0,0,0.040289868,0.9597101
0,0,0.009573776,0.99042624
0,0,0.06471288,0.9352871
0,0,0.17169988,0.8283001
0,1,0.6726974,0.6726974
0,0,0.43000624,0.56999373
0,0,0.11628422,0.88371575
0,0,0.10301579,0.8969842
1,1,0.57582283,0.57582283
0,0,0.34729877,0.65270126
0,0,0.26089105,0.7391089
0,0,0.00838981,0.99161017
0,0,0.008668701,0.9913313
0,0,0.023109017,0.976891
0,0,0.007007023,0.992993
0,0,0.014803943,0.98519605
0,0,0.1576193,0.8423807
0,0,0.07126336,0.9287366
0,0,0.18265337,0.81734663
0,0,0.0085904505,0.99140954
0,0,0.21941344,0.78058654
0,0,0.38430098,0.61569905
0,0,0.07367365,0.92632633
0,0,0.05593637,0.9440636
0,0,0.030283336,0.96971667
0,0,0.074115664,0.92588437
0,0,0.077225156,0.92277485
0,0,0.49298707,0.50701296
0,0,0.0065581175,0.9934419
0,0,0.10183603,0.898164
0,0,0.030927774,0.9690722
0,0,0.004408261,0.99559176
1,1,0.73991543,0.73991543
0,0,0.011406181,0.9885938
0,0,0.1621979,0.8378021
0,0,0.10141015,0.89858985
0,0,0.011111744,0.98888826
0,0,0.023087706,0.9769123
0,0,0.19521293,0.80478704
0,0,0.026717303,0.9732827
0,0,0.01610753,0.98389244
0,0,0.05561473,0.9443853
0,0,0.038842514,0.9611575
0,0,0.2663107,0.7336893
0,0,0.01708732,0.98291266
0,0,0.004401876,0.99559814
0,0,0.007281663,0.99271834
0,0,0.056825325,0.94317466
0,0,0.0075102504,0.99248976
0,0,0.08357137,0.9164286
0,0,0.009070488,0.9909295
0,0,0.12690333,0.8730967
0,0,0.35957792,0.6404221
0,0,0.040920638,0.9590794
0,0,0.053080168,0.94691986
0,0,0.008052597,0.9919474
0,0,0.38975173,0.61024827
0,0,0.17730722,0.82269275
0,0,0.022960367,0.97703964
0,0,0.007395033,0.992605
0,0,0.0040787077,0.9959213
0,0,0.026412372,0.97358763
0,0,0.39145657,0.6085434
0,0,0.06861878,0.9313812
0,0,0.03647161,0.9635284
0,0,0.2208664,0.7791336
0,0,0.041351106,0.9586489
0,0,0.084784895,0.91521513
0,0,0.31762922,0.6823708
1,0,0.4089468,0.5910532
0,0,0.025380347,0.9746196
0,0,0.27179292,0.7282071
0,0,0.019646365,0.98035365
0,0,0.045582924,0.95441705
0,0,0.18327913,0.81672084
0,0,0.11101109,0.8889889
0,0,0.16047442,0.8395256
0,0,0.24541503,0.75458497
0,0,0.03858607,0.9614139
0,0,0.024398278,0.97560173
0,0,0.16190921,0.8380908
0,0,0.10306339,0.8969366
0,0,0.004829951,0.99517006
0,0,0.28997055,0.7100295
0,0,0.4529441,0.5470559
0,0,0.01417697,0.98582304
0,0,0.037538618,0.96246135
0,0,0.007056181,0.9929438
0,0,0.29268813,0.70731187
0,0,0.035254274,0.9647457
0,0,0.02188187,0.9781181
0,0,0.016349511,0.9836505
1,1,0.8993384,0.8993384
0,0,0.018056307,0.98194367
0,0,0.11086062,0.88913935
0,0,0.08017509,0.9198249
0,0,0.21405596,0.78594404
0,0,0.024510214,0.9754898
0,0,0.060547262,0.93945277
0,0,0.023547303,0.9764527
0,0,0.13762859,0.86237144
0,0,0.026458029,0.973542
0,0,0.039993085,0.9600069
1,1,0.7848357,0.7848357
0,0,0.01680835,0.98319167
0,0,0.07738745,0.92261255
0,0,0.008179035,0.991821
0,0,0.019913856,0.98008615
0,0,0.0563947,0.9436053
0,0,0.011648108,0.9883519
0,0,0.01316908,0.98683095
0,0,0.048497565,0.95150244
0,0,0.041612063,0.9583879
0,0,0.1119598,0.8880402
0,0,0.034076516,0.9659235
0,0,0.050514616,0.94948536
0,0,0.14175192,0.8582481
0,0,0.09296927,0.9070307
0,0,0.11179924,0.88820076
0,0,0.059740663,0.94025934
0,0,0.044253875,0.9557461
0,0,0.048128262,0.95187175
0,0,0.044697024,0.95530295
0,0,0.0065933745,0.99340665
0,0,0.17947695,0.820523
0,0,0.13590288,0.8640971
0,1,0.5052295,0.5052295
0,0,0.033450358,0.96654963
0,0,0.048050452,0.95194954
0,0,0.025619827,0.9743802
0,0,0.040462464,0.9595375
0,0,0.02648467,0.97351533
0,0,0.39837483,0.6016252
0,0,0.2720635,0.7279365
0,0,0.11523459,0.8847654
0,0,0.038480736,0.96151924
0,0,0.473262,0.526738
0,0,0.013036812,0.9869632
0,1,0.5413525,0.5413525
0,0,0.012490464,0.98750955
0,0,0.013721784,0.98627824
0,0,0.023755925,0.9762441
0,0,0.0036751688,0.99632484
0,0,0.0018605634,0.99813944
0,0,0.4095448,0.5904552
0,0,0.13147554,0.86852443
1,0,0.31951708,0.6804829
0,0,0.057733767,0.9422662
0,0,0.011002758,0.9889972
0,0,0.0031466791,0.9968533
0,0,0.008535493,0.9914645
0,0,0.015956622,0.98404336
0,0,0.01500604,0.98499393
0,0,0.042900637,0.9570994
0,0,0.014079048,0.98592097
1,1,0.78452325,0.78452325
0,0,0.05622291,0.9437771
0,0,0.030692289,0.9693077
0,0,0.0075378893,0.9924621
0,0,0.021177428,0.9788226
0,0,0.012066045,0.98793393
0,0,0.15178421,0.8482158
0,0,0.053161595,0.9468384
0,0,0.00983311,0.9901669
0,0,0.0033818027,0.9966182
0,0,0.032518476,0.9674815
1,1,0.827205,0.827205
1,1,0.79144096,0.79144096
0,0,0.009824484,0.99017555
0,0,0.4665722,0.53342783
0,0,0.053633284,0.9463667
0,0,0.040640753,0.9593592
0,0,0.0038885027,0.9961115
0,0,0.003367507,0.9966325
0,0,0.09929412,0.9007059
1,1,0.72320306,0.72320306
0,0,0.010597743,0.98940223
0,0,0.003980258,0.9960197
0,0,0.017838234,0.98216176
0,0,0.017832672,0.9821673
0,0,0.3731396,0.6268604
0,0,0.016346099,0.9836539
0,0,0.13377504,0.86622494
0,0,0.012441284,0.9875587
0,0,0.04567376,0.9543262
0,0,0.055004194,0.9449958
0,0,0.0033088021,0.9966912
0,0,0.13880222,0.86119777
0,0,0.02651202,0.973488
0,0,0.002962726,0.9970373
0,0,0.004486346,0.9955137
0,0,0.017058833,0.98294115
0,0,0.12557976,0.8744202
0,0,0.15608083,0.84391916
0,0,0.009234713,0.9907653
0,0,0.010839958,0.98916006
0,0,0.16240795,0.83759207
0,0,0.07769842,0.9223016
0,0,0.0032245712,0.99677545
0,0,0.009104091,0.9908959
1,1,0.86319333,0.86319333
0,0,0.038547996,0.961452
0,0,0.19982503,0.80017495
0,0,0.033851676,0.9661483
1,1,0.79585457,0.79585457
0,0,0.004980079,0.9950199
0,0,0.021348624,0.9786514
1,1,0.5584248,0.5584248
0,0,0.33767572,0.6623243
1,1,0.5206585,0.5206585
0,0,0.13577579,0.8642242
0,0,0.006346032,0.99365395
0,0,0.47261372,0.5273863
0,0,0.0450216,0.9549784
0,0,0.312177,0.687823
0,0,0.021254977,0.97874504
0,0,0.0056151063,0.9943849
0,0,0.1376224,0.8623776
0,0,0.03278999,0.96721
0,0,0.0035933277,0.9964067
0,0,0.15120573,0.8487943
0,0,0.081727915,0.9182721
1,1,0.7917031,0.7917031
0,0,0.05237064,0.94762933
0,0,0.006312704,0.9936873
0,1,0.52328867,0.52328867
0,0,0.034901153,0.96509886
0,0,0.11678053,0.8832195
0,0,0.02074557,0.9792544
0,0,0.028802134,0.97119784
0,0,0.0042494466,0.99575055
0,0,0.46715364,0.53284633
0,0,0.04604626,0.95395374
0,0,0.019290172,0.98070985
0,0,0.019878805,0.9801212
0,0,0.16623804,0.83376193
0,0,0.006646724,0.99335325
0,0,0.0136253005,0.9863747
0,0,0.031832203,0.9681678
0,0,0.2160081,0.78399193
0,0,0.003417313,0.9965827
0,0,0.011756101,0.9882439
0,0,0.11031213,0.8896879
0,0,0.01588731,0.9841127
0,0,0.034666102,0.9653339
0,0,0.04205204,0.95794797
0,0,0.03184532,0.96815467
0,0,0.32292843,0.6770716
0,0,0.028037727,0.9719623
0,0,0.003179174,0.9968208
0,0,0.029223695,0.9707763
0,0,0.00581868,0.99418133
0,0,0.031076137,0.96892387
0,0,0.045668617,0.9543314
0,0,0.00628086,0.99371916
0,0,0.02421085,0.9757891
0,0,0.0021799288,0.9978201
0,1,0.5468477,0.5468477
0,0,0.024718206,0.9752818
0,0,0.18380223,0.81619775
0,0,0.046544336,0.9534557
0,0,0.057571918,0.9424281
0,0,0.38895494,0.61104506
0,0,0.0413587,0.9586413
0,0,0.23482116,0.76517886
0,0,0.26781827,0.7321817
0,0,0.0064201285,0.99357986
0,0,0.03533579,0.9646642
0,0,0.01481621,0.9851838
0,0,0.025612712,0.9743873
0,0,0.0036887412,0.99631125
0,0,0.107557915,0.8924421
0,0,0.14264275,0.85735726
0,0,0.027594315,0.9724057
0,0,0.25746745,0.74253255
1,1,0.8949203,0.8949203
0,0,0.052518856,0.94748116
0,0,0.11259919,0.8874008
0,0,0.0055947118,0.99440527
0,0,0.0049365,0.9950635
0,0,0.0040745414,0.9959255
0,0,0.010922729,0.98907727
0,0,0.035766426,0.9642336
0,0,0.05918702,0.940813
0,0,0.015551435,0.98444855
0,0,0.029846145,0.97015387
0,0,0.023883399,0.9761166
0,0,0.09376093,0.9062391
1,1,0.6030162,0.6030162
0,0,0.043768436,0.9562316
0,0,0.030439224,0.9695608
0,0,0.10143757,0.89856243
0,0,0.14341743,0.8565826
0,0,0.08104933,0.9189507
0,0,0.032463647,0.96753633
0,0,0.0048627327,0.9951373
0,0,0.003712713,0.9962873
0,0,0.08318098,0.91681904
0,0,0.02906877,0.97093123
0,0,0.27407503,0.72592497
0,0,0.22437914,0.7756209
0,0,0.06408173,0.9359183
1,1,0.62169087,0.62169087
0,0,0.14915134,0.8508487
0,0,0.067284904,0.9327151
0,0,0.004184948,0.99581504
0,0,0.004348371,0.9956516
0,0,0.02820679,0.97179323
0,0,0.14410646,0.85589355
0,0,0.0057536825,0.9942463
0,0,0.0816914,0.9183086
0,0,0.17032927,0.8296707
0,0,0.008060668,0.9919393
0,0,0.010616544,0.98938346
0,0,0.07426808,0.9257319
0,0,0.03227605,0.96772397
1,0,0.46226996,0.53773004
0,0,0.006877319,0.9931227
